	FL1-A	FL2-A
V17881	10513	3867
V17882	2197	4501
V17883	2304	8282
V17884	9424	6012
V17885	1602	5142
V17886	2763	5298
V17887	1187	3701
V17888	1363	5910
V17889	2162	5106
V17890	1229	4142
V17891	1343	5234
V17892	683	6396
V17893	1647	4443
V17894	268	570
V17895	1434	4497
V17896	1400	4486
V17897	2021	6461
V17898	652	3795
V17899	2416	4484
V17900	1498	3465
V17901	1335	3361
V17902	1721	3434
V17903	1222	4201
V17904	511	4062
V17905	603	4445
V17906	1566	3438
V17907	1991	6958
V17908	4412	5809
V17909	801	2137
V17910	1934	4277
V17911	1759	4886
V17912	913	5810
V17913	2206	8474
V17914	1985	5657
V17915	2400	5907
V17916	32018	2166
V17917	3281	3693
V17918	926	2730
V17919	1477	3322
V17920	2897	4806
V17921	1206	4595
V17922	2402	6317
V17923	718	2256
V17924	2477	6213
V17925	5007	4046
V17926	1479	4765
V17927	2088	4855
V17928	1256	4627
V17929	3375	7727
V17930	157244	3515
V17931	1359	3658
V17932	1775	4609
V17933	2234	5031
V17934	1236	3651
V17935	192729	5487
V17936	4125	3987
V17937	2007	4621
V17938	4829	8405
V17939	2161	5183
V17940	1192	4862
V17941	1487	5694
V17942	1160	2798
V17943	2951	3285
V17944	2067	6071
V17945	1626	3560
V17946	1710	5159
V17947	2142	4614
V17948	244	338
V17949	1048	5119
V17950	1708	4264
V17951	1922	4571
V17952	595	474
V17953	1512	2622
V17954	2891	6649
V17955	2234	6859
V17956	1875	5447
V17957	1748	5040
V17958	2205	5302
V17959	1741	3368
V17960	1730	6069
V17961	2151	5087
V17962	1589	3783
V17963	5020	12493
V17964	1736	2884
V17965	1798	3873
V17966	1779	3750
V17967	1233	3355
V17968	2682	2812
V17969	1353	4437
V17970	5236	13433
V17971	2190	6331
V17972	2888	4804
V17973	1119	3587
V17974	2848	3069
V17975	1397	3803
V17976	1448	4738
V17977	1923	6781
V17978	635	326
V17979	344	287
V17980	1851	5815
V17981	2151	6157
V17982	1462	4863
V17983	1943	6144
V17984	1943	4647
V17985	1960	5950
V17986	1923	8122
V17987	1408	3162
V17988	2021	4196
V17989	1677	4965
V17990	3025	4989
V17991	1454	3631
V17992	1691	4256
V17993	1291	3312
V17994	2627	6265
V17995	2069	5430
V17996	2373	5332
V17997	3438	3167
V17998	1787	4879
V17999	2858	3471
V18000	1445	3247
V18001	1093	6601
V18002	988	2924
V18003	1380	5042
V18004	2738	6948
V18005	1935	5578
V18006	1599	4326
V18007	2880	6640
V18008	278656	4917
V18009	2757	7978
V18010	2165	7914
V18011	1189	3927
V18012	1408	4490
V18013	2510	2817
V18014	93211	2064
V18015	248294	5655
V18016	1674	4266
V18017	4121	6251
V18018	5595	8818
V18019	2124	5978
V18020	2116	6617
V18021	21756	5745
V18022	283406	5955
V18023	1818	4646
V18024	2347	5889
V18025	1292	3560
V18026	2046	5500
V18027	2309	6101
V18028	1406	4333
V18029	1718	4893
V18030	1744	6434
V18031	1797	4198
V18032	4895	4838
V18033	1754	3689
V18034	1014	2980
V18035	156	341
V18036	1312	4654
V18037	21	157
V18038	1113	4685
V18039	2785	5509
V18040	2215	6092
V18041	1135	4310
V18042	1765	4398
V18043	2623	6688
V18044	1172	2680
V18045	1935	5200
V18046	6204	4911
V18047	508	490
V18048	2564	6144
V18049	973	2821
V18050	285260	12888
V18051	2235	5187
V18052	1031	4006
V18053	1090	2761
V18054	2396	7940
V18055	2438	5535
V18056	1822	2936
V18057	2598	6568
V18058	2447	6928
V18059	2603	7437
V18060	1674	4613
V18061	1077	781
V18062	1487	4488
V18063	2041	5749
V18064	1586	3621
V18065	414749	7187
V18066	1354	4494
V18067	1628	4808
V18068	2088	7861
V18069	100	988
V18070	1600	5248
V18071	1679	3397
V18072	969	1248
V18073	1787	6731
V18074	1872	5857
V18075	3707	3701
V18076	2	175
V18077	2170	6147
V18078	1494	5070
V18079	1600	3695
V18080	2281	4774
V18081	1636	5460
V18082	1638	3636
V18083	4163	9804
V18084	1799	5717
V18085	3410	3145
V18086	2548	6496
V18087	1506	5619
V18088	2114	3138
V18089	1640	3831
V18090	350	394
V18091	879	2601
V18092	2561	6539
V18093	2193	4448
V18094	2230	5656
V18095	1999	5454
V18096	2221	6382
V18097	530	488
V18098	2934	5958
V18099	1388	5180
V18100	1542	4712
V18101	870	354
V18102	1700	2781
V18103	1883	4908
V18104	293	418
V18105	1976	5590
V18106	2592	6685
V18107	4906	9024
V18108	2547	7417
V18109	1596	6831
V18110	2310	6584
V18111	1402	2292
V18112	994	4034
V18113	3537	8530
V18114	845	1108
V18115	1965	5308
V18116	1377	4841
V18117	1916	4897
V18118	1524	3043
V18119	2010	5597
V18120	1982	5651
V18121	2424	5971
V18122	2701	9752
V18123	1562	4905
V18124	1273	4823
V18125	2195	3681
V18126	3061	2265
V18127	2020	6432
V18128	3043	7361
V18129	1811	4178
V18130	855	2246
V18131	268728	4706
V18132	2496	6458
V18133	1441	6014
V18134	2164	5255
V18135	1692	5347
V18136	2582	5599
V18137	297200	11633
V18138	2425	3408
V18139	1507	3487
V18140	102447	4211
V18141	58996	3510
V18142	2436	5810
V18143	481	1236
V18144	3817	2864
V18145	1434	4926
V18146	60	919
V18147	1702	5117
V18148	1179	3034
V18149	1390	4657
V18150	1289	4395
V18151	2249	5340
V18152	1803	4418
V18153	906	733
V18154	1296	2389
V18155	124940	3770
V18156	1316	5150
V18157	2294	7502
V18158	3753	8755
V18159	3961	3332
V18160	1978	4812
V18161	1680	6054
V18162	1897	4219
V18163	365	385
V18164	662	603
V18165	2296	8014
V18166	2391	6190
V18167	1912	5187
V18168	9494	9176
V18169	1927	5523
V18170	310	723
V18171	1925	5450
V18172	2306	7286
V18173	354942	6734
V18174	1637	4482
V18175	1486	3766
V18176	131	666
V18177	1764	4982
V18178	1529	4394
V18179	1500	4490
V18180	1209	2430
V18181	1402	5039
V18182	2008	7049
V18183	1531	5024
V18184	32369	2482
V18185	1746	5244
V18186	1744	5132
V18187	1487	4135
V18188	1630	5201
V18189	2358	5388
V18190	1530	4544
V18191	1286	4707
V18192	1857	5208
V18193	9041	36672
V18194	2004	6097
V18195	1086	3922
V18196	1726	3896
V18197	112895	5488
V18198	2015	7425
V18199	1537	4159
V18200	173099	5661
V18201	1907	5977
V18202	11965	2431
V18203	1734	4920
V18204	1285	4596
V18205	1864	4868
V18206	969	2745
V18207	3998	7089
V18208	1250	3386
V18209	90736	18783
V18210	3162	3617
V18211	2191	3328
V18212	52	40
V18213	2000	6610
V18214	1434	3111
V18215	831	941
V18216	4632	10722
V18217	29679	6810
V18218	1777	5370
V18219	1225	4853
V18220	106	1236
V18221	493	1378
V18222	282	243
V18223	1379	3092
V18224	1629	4713
V18225	3060	5633
V18226	38	291
V18227	1216	4097
V18228	736	281
V18229	1844	5836
V18230	1784	5406
V18231	1429	4319
V18232	1442	3559
V18233	1239	2828
V18234	806	3055
V18235	2754	6256
V18236	2371	4409
V18237	164	241
V18238	2890	7857
V18239	1015	773019
V18240	1546	5308
V18241	1599	3439
V18242	2700	8087
V18243	121046	5583
V18244	5025	6691
V18245	8866	29748
V18246	8810	20867
V18247	474	2963
V18248	2180	5098
V18249	2122	7309
V18250	2051	5998
V18251	1069	3508
V18252	2890	9254
V18253	1807	4118
V18254	1848	4875
V18255	2315	7048
V18256	2110	5004
V18257	2004	6510
V18258	1659	4126
V18259	2714	8534
V18260	2091	6353
V18261	2942	5977
V18262	1008	2857
V18263	1845	4969
V18264	1997	6276
V18265	284	206
V18266	2180	6940
V18267	1417	4191
V18268	39368	10553
V18269	8401	23458
V18270	72	927
V18271	2395	8322
V18272	2959	5096
V18273	5175	10366
V18274	1836	3778
V18275	1226	4505
V18276	1357	9092
V18277	1340	2828
V18278	1896	5026
V18279	1360	4121
V18280	2422	5894
V18281	1773	3820
V18282	105971	4562
V18283	240	176
V18284	1712	4882
V18285	864	4591
V18286	100546	3280
V18287	851	3433
V18288	1487	6108
V18289	2383	6345
V18290	2730	5195
V18291	528	1063
V18292	2212	5332
V18293	2952	7219
V18294	2996	7348
V18295	1716	4663
V18296	1199	3955
V18297	1824	5349
V18298	2278	4663
V18299	1384	7308
V18300	1580	2436
V18301	1767	3959
V18302	2041	5244
V18303	2642	5921
V18304	2335	4929
V18305	1875	5063
V18306	1344	3898
V18307	2194	7637
V18308	2458	6919
V18309	1019	2796
V18310	1653	3080
V18311	444	714
V18312	234	261
V18313	1876	4778
V18314	178625	4251
V18315	1291	3855
V18316	236462	4973
V18317	4632	10429
V18318	503	5445
V18319	1746	4301
V18320	1947	4479
V18321	173340	5708
V18322	1555	4453
V18323	324	150
V18324	2394	5208
V18325	2806	12034
V18326	2476	6845
V18327	1530	5552
V18328	258848	6060
V18329	2210	4890
V18330	1318	4840
V18331	1922	5672
V18332	1331	4326
V18333	1559	4714
V18334	1343	4647
V18335	145	6
V18336	116	393
V18337	1448	5736
V18338	111	409
V18339	2294	5141
V18340	1421	2928
V18341	1601	5250
V18342	1791	4622
V18343	1637	4530
V18344	1584	3819
V18345	2206	6946
V18346	2068	5909
V18347	1372	2840
V18348	889	2429
V18349	1432	3765
V18350	2781	7444
V18351	1427	4242
V18352	1442	3303
V18353	2204	4992
V18354	2686	6941
V18355	1675	4761
V18356	290	421
V18357	162	98
V18358	2241	6913
V18359	3290	3808
V18360	1769	4271
V18361	2110	8168
V18362	1775	5210
V18363	384	406
V18364	3667	1578
V18365	2724	6570
V18366	771	621
V18367	2369	6726
V18368	597772	10874
V18369	1761	4820
V18370	15	260
V18371	2217	6702
V18372	2671	4416
V18373	763	434
V18374	2190	7476
V18375	299	679
V18376	2149	5771
V18377	242347	5702
V18378	1829	3926
V18379	1489	5602
V18380	3400	1168
V18381	275648	5780
V18382	2303	5621
V18383	44346	2933
V18384	1745	4363
V18385	330	393
V18386	1730	5205
V18387	2003	3733
V18388	1504	5248
V18389	959	1397
V18390	1176	4811
V18391	1351	2471
V18392	1279	3014
V18393	549	3964
V18394	2601	6977
V18395	2314	5275
V18396	81784	4240
V18397	3470	6911
V18398	1498	3310
V18399	887	1163
V18400	14060	4402
V18401	1078	3950
V18402	1787	5200
V18403	1895	3507
V18404	395	1078
V18405	2454	5835
V18406	23694	10082
V18407	1692	4566
V18408	2438	5585
V18409	2446	5864
V18410	1390	1657
V18411	2780	7692
V18412	339	108
V18413	2604	9036
V18414	2434	6516
V18415	2088	5113
V18416	8746	4056
V18417	1506	4326
V18418	2404	5671
V18419	3260	9166
V18420	2476	5613
V18421	1475	4152
V18422	795	856
V18423	928	2841
V18424	1926	3621
V18425	385	660
V18426	159	397
V18427	2463	6885
V18428	1158	1244
V18429	2207	6822
V18430	2559	4322
V18431	3348	9636
V18432	128362	4054
V18433	305	449
V18434	2049	5637
V18435	1772	4921
V18436	2321	3463
V18437	2656	5126
V18438	2219	5730
V18439	2009	5570
V18440	926	1673
V18441	3655	5745
V18442	2660	6430
V18443	1860	4790
V18444	1379	4620
V18445	1863	3592
V18446	1975	6210
V18447	845	1054
V18448	2914	7651
V18449	2201	4727
V18450	1120	3855
V18451	44928	5935
V18452	178	787
V18453	2251	4788
V18454	1360	4515
V18455	1494	3142
V18456	1964	6648
V18457	2344	6879
V18458	3184	7309
V18459	3309	7465
V18460	548	2156
V18461	1596	5064
V18462	1611	5210
V18463	1824	3917
V18464	1439	4260
V18465	1926	6901
V18466	1807	4405
V18467	1789	5113
V18468	2220	6025
V18469	1952	4218
V18470	1342	4068
V18471	27	141
V18472	2068	6360
V18473	2340	7784
V18474	144	399
V18475	27027	4275
V18476	270	633
V18477	2234	5289
V18478	1984	6282
V18479	1463	2281
V18480	279556	58004
V18481	1736	4846
V18482	2172	4687
V18483	2373	6505
V18484	1323	4922
V18485	442	584
V18486	4325	11374
V18487	2043	5561
V18488	3561	7868
V18489	2111	5149
V18490	1521	5096
V18491	1780	5734
V18492	2561	6194
V18493	2191	5453
V18494	2916	10554
V18495	158	480
V18496	1964	4565
V18497	1410	4711
V18498	2039	8422
V18499	2878	8047
V18500	2019	5384
V18501	153839	5280
V18502	1236	3253
V18503	2179	6813
V18504	1837	4192
V18505	1592	5538
V18506	2368	6108
V18507	2152	4897
V18508	4	418
V18509	2124	6481
V18510	7955	4660
V18511	1822	5918
V18512	504	1193
V18513	2022	10120
V18514	3641	9104
V18515	2874	7376
V18516	2150	6408
V18517	7556	6783
V18518	3064	5157
V18519	1574	4212
V18520	3064	6504
V18521	2044	5209
V18522	2057	5433
V18523	2453	7952
V18524	1306	3176
V18525	2153	3552
V18526	2521	4151
V18527	2050	4891
V18528	228876	6394
V18529	1971	5927
V18530	256	1022
V18531	1811	5114
V18532	1695	5593
V18533	45264	2776
V18534	1128	4466
V18535	2682	7981
V18536	1926	4427
V18537	167	259
V18538	2806	6365
V18539	2090	5984
V18540	166	466
V18541	522	727
V18542	1164	3631
V18543	1450	5199
V18544	1585	5915
V18545	7460	5418
V18546	238210	5978
V18547	1411	4197
V18548	1864	5176
V18549	1836	5187
V18550	3123	6158
V18551	1542	4068
V18552	2568	7248
V18553	2123	5905
V18554	1532	4804
V18555	1550	5643
V18556	2244	5873
V18557	2135	6569
V18558	127946	5043
V18559	1221	3863
V18560	1638	3834
V18561	867	2740
V18562	1679	3760
V18563	319341	5520
V18564	1946	5135
V18565	2203	5723
V18566	1239	5258
V18567	1672	4914
V18568	1298	4720
V18569	1444	3759
V18570	282	449
V18571	152	366
V18572	5256	4238
V18573	1385	4895
V18574	2602	5865
V18575	423	479
V18576	1943	5452
V18577	1715	5060
V18578	53479	2365
V18579	2225	5386
V18580	2002	5808
V18581	2137	6272
V18582	2104	4184
V18583	410	595
V18584	420	1264
V18585	306	654
V18586	1232	4821
V18587	1719	3831
V18588	1897	4422
V18589	2656	8726
V18590	1724	5082
V18591	1526	5479
V18592	1637	5164
V18593	2274	5476
V18594	1802	4770
V18595	2142	5457
V18596	2601	5982
V18597	2484	5676
V18598	319	527
V18599	3123	5052
V18600	2021	4624
V18601	1525	5259
V18602	130	872
V18603	1025	3303
V18604	4130	4386
V18605	1866	4892
V18606	1520	3391
V18607	4508	11144
V18608	2598	7337
V18609	680	2127
V18610	1947	5872
V18611	945	5332
V18612	246003	5175
V18613	2333	7469
V18614	2173	7189
V18615	159803	11060
V18616	2026	3911
V18617	63219	3930
V18618	1490	5403
V18619	1954	5700
V18620	1219	2966
V18621	1493	4902
V18622	2729	7632
V18623	1824	4823
V18624	2428	5995
V18625	1429	3313
V18626	925	2392
V18627	1303	5845
V18628	3056	6442
V18629	1028	4650
V18630	259517	6013
V18631	2179	3702
V18632	3450	7448
V18633	1658	2608
V18634	3066	6876
V18635	5679	4823
V18636	2922	8663
V18637	2051	4627
V18638	410	421
V18639	398	288
V18640	2126	6380
V18641	7073	21332
V18642	1936	5179
V18643	308	286
V18644	43025	3651
V18645	2245	6062
V18646	1834	6043
V18647	506626	8824
V18648	1445	9436
V18649	675	285
V18650	436	448
V18651	278894	5400
V18652	2514	7791
V18653	1157	4100
V18654	26727	17816
V18655	1867	5454
V18656	2674	6015
V18657	2516	7123
V18658	1850	5188
V18659	2239	5111
V18660	1809	5257
V18661	2083	5841
V18662	2705	6328
V18663	151448	4279
V18664	164	946
V18665	4647	8479
V18666	3348	7394
V18667	2018	7120
V18668	1701	3814
V18669	1425	4251
V18670	1593	4762
V18671	1663	4103
V18672	1476	937
V18673	2504	7475
V18674	925	3758
V18675	1674	4589
V18676	2367	6811
V18677	1282	5149
V18678	699	673
V18679	1037	1340
V18680	2205	5936
V18681	186	332
V18682	1442	5514
V18683	2454	5897
V18684	1986	5631
V18685	2233	6473
V18686	5809	7308
V18687	1553	4954
V18688	1741	5249
V18689	1555	4319
V18690	25625	4695
V18691	308	62
V18692	557	3533
V18693	1944	5970
V18694	1220	3508
V18695	2020	6282
V18696	2573	7147
V18697	1860	5881
V18698	1622	3990
V18699	5163	17414
V18700	1914	5211
V18701	2825	7088
V18702	7881	5484
V18703	2005	1825
V18704	1620	4369
V18705	2224	5162
V18706	72	435
V18707	804	1565
V18708	2176	5576
V18709	316	672
V18710	1334	3859
V18711	2403	5333
V18712	287	826
V18713	1564	3394
V18714	2747	7373
V18715	2024	5886
V18716	1660	4362
V18717	1122	3474
V18718	4749	12723
V18719	1484	3622
V18720	193599	5837
V18721	74	314
V18722	1869	5318
V18723	9	264
V18724	1439	3989
V18725	2007	6800
V18726	1174	2913
V18727	854	4672
V18728	885	2963
V18729	1350	3475
V18730	997	8105
V18731	2427	5572
V18732	2332	5947
V18733	946	3434
V18734	2747	5758
V18735	34	168
V18736	2530	5203
V18737	2047	5300
V18738	1930	6563
V18739	1884	4249
V18740	28380	2572
V18741	2952	9789
V18742	1242	3848
V18743	1544	3749
V18744	1550	4917
V18745	2175	4803
V18746	11280	4970
V18747	188	510
V18748	1222	2275
V18749	2510	5105
V18750	1591	4196
V18751	3439	5676
V18752	2351	4899
V18753	2427	7272
V18754	2921	5295
V18755	633	464
V18756	2007	5519
V18757	1221	3901
V18758	39	373
V18759	1200	2969
V18760	1609	4047
V18761	128878	3723
V18762	1761	5918
V18763	3174	9924
V18764	3136	6791
V18765	2257	4624
V18766	1	186
V18767	1332	3811
V18768	1977	6064
V18769	1138	1929
V18770	1862	4889
V18771	3234	7372
V18772	2687	7043
V18773	1683	4401
V18774	1825	4421
V18775	2012	6263
V18776	1011	4023
V18777	5670	10330
V18778	1928	4729
V18779	3414	7957
V18780	1529	4115
V18781	1443	5251
V18782	4580	6606
V18783	6866	2452
V18784	2349	5965
V18785	1211	2613
V18786	845	490
V18787	1880	6154
V18788	2244	3904
V18789	1621	3563
V18790	1943	4422
V18791	1600	3576
V18792	408	166
V18793	1272	5373
V18794	7343	19862
V18795	1606	4458
V18796	1745	5947
V18797	1847	5255
V18798	1489	5213
V18799	274	396
V18800	1891	4083
V18801	3317	5872
V18802	379	655
V18803	3436	6675
V18804	1682	4694
V18805	1775	6132
V18806	122131	7464
V18807	1709	4243
V18808	1294	4963
V18809	3466	2812
V18810	1958	4714
V18811	1574	3783
V18812	373	675
V18813	2336	7153
V18814	65	689
V18815	2932	8259
V18816	1816	4524
V18817	2990	5849
V18818	1919	6593
V18819	359	213
V18820	108	274
V18821	796	1148
V18822	2120	5828
V18823	1304	5577
V18824	6956	10038
V18825	1576	5631
V18826	2365	5075
V18827	1910	5225
V18828	879	2673
V18829	891	783
V18830	97	483
V18831	2630	6241
V18832	911	790
V18833	3647	6029
V18834	2709	3190
V18835	2848	6963
V18836	2777	5229
V18837	170	378
V18838	1504	3297
V18839	1901	4806
V18840	293	231
V18841	2414	8330
V18842	3081	7074
V18843	1719	4765
V18844	2220	5308
V18845	1902	5973
V18846	1817	4463
V18847	3881	5902
V18848	135588	3708
V18849	189	321
V18850	2975	7283
V18851	1630	4219
V18852	14208	2092
V18853	1768	5208
V18854	2221	6440
V18855	1930	6164
V18856	2080	5030
V18857	4661	6904
V18858	2285	5761
V18859	2582	7348
V18860	1544	5898
V18861	1588	5581
V18862	1153	3157
V18863	3207	8161
V18864	134326	3960
V18865	1960	4026
V18866	2479	4654
V18867	342	455
V18868	2540	6502
V18869	1696	4731
V18870	2219	5478
V18871	2770	7378
V18872	1473	3266
V18873	1335	3431
V18874	2592	5846
V18875	2033	5302
V18876	324	300
V18877	2511	6374
V18878	1828	3243
V18879	181	358
V18880	213	338
V18881	2157	4887
V18882	1276	4229
V18883	2369	6650
V18884	1476	4434
V18885	2046	6306
V18886	1844	3729
V18887	1755	4220
V18888	1975	3513
V18889	1629	4112
V18890	1332	3272
V18891	1578	4349
V18892	1714	4626
V18893	2118	5362
V18894	556	330
V18895	2130	6236
V18896	150	157
V18897	1747	3915
V18898	13616	14788
V18899	1473	3273
V18900	1042	4335
V18901	349	504
V18902	2110	4505
V18903	1651	3706
V18904	2991	8530
V18905	1950	5219
V18906	320949	7457
V18907	2444	7253
V18908	289	4678
V18909	2225	5228
V18910	1838	4555
V18911	234443	4479
V18912	2004	6007
V18913	2339	5676
V18914	2070	4375
V18915	1030	3359
V18916	105	395
V18917	2038	5366
V18918	366211	8073
V18919	411	752
V18920	1898	3722
V18921	918	3049
V18922	2098	6849
V18923	2502	7372
V18924	2573	6017
V18925	1895	3799
V18926	1510	3590
V18927	2296	5945
V18928	2353	5617
V18929	2174	5701
V18930	1741	5578
V18931	454	652
V18932	149	317
V18933	34364	2789
V18934	2217	6538
V18935	2384	5966
V18936	144	20
V18937	2374	4344
V18938	2293	9244
V18939	500	464
V18940	1247	3425
V18941	1546	6352
V18942	1571	4153
V18943	272904	5734
V18944	617	923
V18945	1598	4310
V18946	1815	5737
V18947	2278	7446
V18948	2359	7571
V18949	1494	3990
V18950	340	417
V18951	2134	4895
V18952	1338	3827
V18953	2344	4548
V18954	2262	6032
V18955	320	557
V18956	2188	5202
V18957	1540	3838
V18958	62366	2651
V18959	1484	4928
V18960	2828	6268
V18961	3627	9264
V18962	7991	3533
V18963	2074	5694
V18964	3697	3634
V18965	2671	6178
V18966	2270	6924
V18967	2454	6635
V18968	1839	4397
V18969	1907	4825
V18970	2455	4100
V18971	547	761
V18972	790	773
V18973	1549	3574
V18974	1473	3991
V18975	1853	6658
V18976	1760	5615
V18977	243	261
V18978	204	304
V18979	1326	3764
V18980	1631	4680
V18981	1368	3820
V18982	871	697
V18983	3086	6642
V18984	2947	8143
V18985	1476	4469
V18986	90754	4785
V18987	5083	4371
V18988	2507	6202
V18989	1281	3784
V18990	2911	3937
V18991	1975	5324
V18992	1179	3022
V18993	2178	6708
V18994	552	575
V18995	1466	3033
V18996	1947	6305
V18997	3098	5312
V18998	5316	11964
V18999	55796	6397
V19000	880	2964
V19001	2640	5689
V19002	2131	7113
V19003	2727	6188
V19004	52	407
V19005	3871	8958
V19006	1700	4347
V19007	2176	5588
V19008	874	4087
V19009	1316	3358
V19010	2208	6983
V19011	1404	4458
V19012	1982	5740
V19013	1705	5268
V19014	3227	3230
V19015	7036	7245
V19016	1990	4443
V19017	1241	1512
V19018	220	742
V19019	1435	4584
V19020	2697	3362
V19021	1642	5887
V19022	2439	5939
V19023	1577	3419
V19024	385404	7506
V19025	24977	5740
V19026	467	238
V19027	2308	6182
V19028	1411	5238
V19029	2566	5631
V19030	1162	3078
V19031	951	2123
V19032	3151	6254
V19033	1982	5309
V19034	1380	4247
V19035	4674	6176
V19036	1597	5703
V19037	1705	4233
V19038	2258	5944
V19039	1293	4953
V19040	6324	4122
V19041	1945	5254
V19042	4399	3229
V19043	2576	7197
V19044	2316	2351
V19045	1967	5601
V19046	1795	5189
V19047	1491	3600
V19048	1334	3801
V19049	1180	3521
V19050	1902	4850
V19051	1613	5584
V19052	297862	5700
V19053	2277	6697
V19054	2126	4733
V19055	1503	4579
V19056	1846	3011
V19057	2459	6653
V19058	1966	5860
V19059	1739	5070
V19060	2462	6158
V19061	3283	6496
V19062	2619	5217
V19063	1181	3090
V19064	3312	5700
V19065	371	595
V19066	3705	10551
V19067	2696	5135
V19068	388255	7935
V19069	1624	3755
V19070	1727	6488
V19071	2047	5228
V19072	1285	3171
V19073	1569	3654
V19074	1275	2908
V19075	3951	2673
V19076	2232	5224
V19077	900	3643
V19078	143667	4892
V19079	1185	4325
V19080	154146	6177
V19081	1596	4475
V19082	1087	3150
V19083	3430	3537
V19084	2547	6598
V19085	1562	3854
V19086	2044	6306
V19087	286	571
V19088	1986	5520
V19089	891	1337
V19090	2525	4740
V19091	3930	5644
V19092	7524	8738
V19093	400	1214
V19094	4934	2879
V19095	1664	4080
V19096	2489	6298
V19097	1487	6251
V19098	1541	4211
V19099	1562	4455
V19100	2699	8125
V19101	1073	3122
V19102	544	790
V19103	1564	4973
V19104	2104	4625
V19105	2737	6425
V19106	1627	4831
V19107	2338	6326
V19108	2223	6611
V19109	1520	3555
V19110	2503	6195
V19111	1877	4601
V19112	2088	5746
V19113	2801	6306
V19114	1239	5875
V19115	1606	4301
V19116	3398	4236
V19117	4811	4846
