	Cases	Deaths
R61052	442	7
R61053	443	7
R61054	443	7
R61055	443	7
R61056	443	7
R61057	443	7
R61058	443	7
R61059	443	7
R61060	443	7
R61061	443	7
R61062	443	7
R61063	443	7
R61064	443	7
R61065	443	7
R61066	443	7
R61067	445	7
R61068	445	7
R61069	445	7
R61070	446	7
R61071	446	7
R61072	446	7
R61073	446	7
R61074	446	7
R61075	446	7
R61076	446	7
R61077	447	7
R61078	447	7
R61079	447	7
R61080	447	7
R61081	447	7
R61082	447	7
R61083	447	7
R61084	448	7
R61085	449	7
R61086	449	7
R61087	449	7
R61088	449	7
R61089	449	7
R61090	449	7
R61091	449	7
R61092	449	7
R61093	451	7
R61094	451	7
R61095	451	7
R61096	451	7
R61097	451	7
R61098	451	7
R61099	451	7
R61100	451	7
R61101	451	7
R61102	451	7
R61103	451	7
R61104	455	7
R61105	455	7
R61106	458	7
R61107	458	7
R61108	458	7
R61109	462	7
R61110	467	7
R61111	467	7
R61112	467	7
R61113	467	7
R61114	474	7
R61115	475	7
R61116	474	7
R61117	476	7
R61118	476	7
R61119	477	7
R61120	477	7
R61121	479	7
R61122	477	7
R61123	477	7
R61124	480	7
R61125	481	7
R61126	481	7
R61127	481	7
R61128	482	7
R61129	484	7
R61130	485	7
R61131	486	7
R61132	486	7
R61133	486	7
R61134	487	7
R61135	487	7
R61136	487	7
R61137	487	7
R61138	487	7
R61139	487	7
R61140	487	7
R61141	487	7
R61142	488	7
R61143	488	7
R61144	488	7
R61145	488	7
R61146	489	7
R61147	489	7
R61148	490	7
R61149	492	7
R61150	493	7
R61151	494	7
R61152	495	7
R61153	495	7
R61154	496	7
R61155	498	7
R61156	498	7
R61157	498	7
R61158	499	7
R61159	499	7
R61160	500	7
R61161	503	7
R61162	503	7
R61163	506	7
R61164	507	7
R61165	509	7
R61166	509	7
R61167	509	7
R61168	509	7
R61169	510	7
R61170	510	7
R61171	510	7
R61172	513	7
R61173	513	7
R61174	514	7
R61175	515	7
R61176	517	7
R61177	517	7
R61178	517	7
R61179	518	7
R61180	521	7
R61181	523	7
R61182	524	7
R61183	527	7
R61184	527	7
R61185	527	7
R61186	529	7
R61187	530	7
R61188	530	7
R61189	531	7
R61190	535	7
R61191	535	7
R61192	535	7
R61193	540	7
R61194	543	7
R61195	544	7
R61196	548	7
R61197	548	7
R61198	550	7
R61199	550	7
R61200	550	7
R61201	550	7
R61202	550	7
R61203	553	7
R61204	554	7
R61205	555	7
R61206	558	7
R61207	563	7
R61208	567	7
R61209	568	7
R61210	569	7
R61211	573	7
R61212	573	7
R61213	577	7
R61214	578	7
R61215	580	7
R61216	584	7
R61217	589	7
R61218	597	7
R61219	600	7
R61220	602	7
R61221	603	7
R61222	605	7
R61223	607	7
R61224	609	7
R61225	611	7
R61226	611	7
R61227	617	7
R61228	618	7
R61229	618	7
R61230	623	7
R61231	625	7
R61232	639	7
R61233	648	7
R61234	651	7
R61235	675	7
R61236	679	7
R61237	685	7
R61238	686	7
R61239	690	7
R61240	694	7
R61241	716	7
R61242	716	7
R61243	718	7
R61244	720	7
R61245	724	7
R61246	725	7
R61247	733	7
R61248	736	7
R61249	740	7
R61250	742	7
R61251	749	7
R61252	757	7
R61253	759	7
R61254	763	7
R61255	766	7
R61256	766	7
R61257	770	7
R61258	776	7
R61259	776	7
R61260	780	7
R61261	783	7
R61262	785	7
R61263	793	7
R61264	795	7
R61265	797	7
R61266	799	7
R61267	802	7
R61268	808	7
R61269	812	7
R61270	815	7
R61271	817	7
R61272	819	7
R61273	822	7
R61274	825	7
R61275	828	7
R61276	828	7
R61277	834	7
R61278	838	7
R61279	842	7
R61280	842	7
R61281	843	7
R61282	851	7
R61283	855	7
R61284	862	7
R61285	868	7
R61286	870	7
R61287	881	7
R61288	881	7
R61289	884	7
R61290	889	7
R61291	889	7
R61292	890	7
R61293	893	7
R61294	895	7
R61295	899	7
R61296	909	8
R61297	911	8
R61298	912	8
R61299	915	8
R61300	917	8
R61301	919	9
R61302	923	9
R61303	924	9
R61304	927	9
R61305	928	9
R61306	933	9
R61307	935	9
R61308	936	9
R61309	937	9
R61310	937	9
R61311	937	9
R61312	937	9
R61313	937	9
R61314	938	9
R61315	940	9
R61316	941	9
R61317	942	9
R61318	942	9
R61319	942	9
R61320	942	9
R61321	946	9
R61322	951	9
R61323	951	9
R61324	954	9
R61325	955	9
R61326	955	9
R61327	955	9
R61328	958	9
R61329	960	9
R61330	960	9
R61331	967	10
R61332	15	
R61333	15	
R61334	76	2
R61335	128	2
R61336	230	3
R61337	293	5
R61338	379	8
R61339	461	12
R61340	522	12
R61341	612	20
R61342	612	20
R61343	661	21
R61344	729	21
R61345	801	23
R61346	907	29
R61347	1118	33
R61348	1322	36
R61349	1524	39
R61350	1729	41
R61351	1936	41
R61352	2140	41
R61353	2350	44
R61354	2551	44
R61355	2738	44
R61356	2929	46
R61357	3100	46
R61358	3266	47
R61359	3424	47
R61360	3563	47
R61361	3686	47
R61362	3807	47
R61363	3930	47
R61364	4013	47
R61365	4100	47
R61366	4191	48
R61367	4289	48
R61368	4370	48
R61369	4453	48
R61370	4529	48
R61371	4609	48
R61372	4690	48
R61373	4763	48
R61374	4834	49
R61375	4902	49
R61376	4971	50
R61377	5035	50
R61378	5097	50
R61379	5160	50
R61380	5221	51
R61381	5279	51
R61382	5338	51
R61383	5399	52
R61384	5457	52
R61385	5513	52
R61386	5567	52
R61387	5630	52
R61388	5691	52
R61389	5747	52
R61390	5799	52
R61391	5849	52
R61392	5900	52
R61393	5900	52
R61394	6005	52
R61395	6058	52
R61396	6058	52
R61397	6159	52
R61398	6213	53
R61399	6262	53
R61400	6315	53
R61401	6364	54
R61402	6410	54
R61403	6457	55
R61404	6506	55
R61405	6552	55
R61406	6596	55
R61407	6643	56
R61408	6695	56
R61409	6741	56
R61410	6786	56
R61411	6834	57
R61412	6878	57
R61413	6921	57
R61414	6967	57
R61415	7015	58
R61416	7060	58
R61417	7104	58
R61418	7150	59
R61419	7192	59
R61420	7235	60
R61421	7276	60
R61422	7320	60
R61423	7366	60
R61424	7409	60
R61425	7451	60
R61426	7495	61
R61427	7538	61
R61428	7583	61
R61429	7625	61
R61430	7665	62
R61431	7706	62
R61432	7706	62
R61433	7745	62
R61434	7827	62
R61435	7871	63
R61436	7912	63
R61437	7950	63
R61438	7989	63
R61439	8029	64
R61440	8065	64
R61441	8099	64
R61442	8131	65
R61443	8166	65
R61444	8203	66
R61445	8241	66
R61446	8277	66
R61447	8311	66
R61448	8346	67
R61449	8379	67
R61450	8413	67
R61451	8449	68
R61452	8481	68
R61453	8516	68
R61454	8516	68
R61455	8583	68
R61456	8619	68
R61457	8654	69
R61458	8690	69
R61459	8724	69
R61460	8757	70
R61461	8792	70
R61462	8824	70
R61463	8860	70
R61464	8899	71
R61465	8939	72
R61466	8977	72
R61467	9014	72
R61468	9049	72
R61469	9088	72
R61470	9129	73
R61471	9171	73
R61472	9214	73
R61473	9259	73
R61474	9303	73
R61475	9346	73
R61476	9388	73
R61477	9432	73
R61478	9475	74
R61479	9520	74
R61480	9562	74
R61481	9605	75
R61482	9646	75
R61483	9685	75
R61484	9726	75
R61485	9769	76
R61486	9811	77
R61487	9852	77
R61488	9895	77
R61489	9935	78
R61490	9974	78
R61491	10014	78
R61492	10055	78
R61493	10097	78
R61494	10137	79
R61495	10180	79
R61496	10222	79
R61497	10260	79
R61498	10297	79
R61499	10336	79
R61500	10374	80
R61501	10414	80
R61502	10455	80
R61503	10493	80
R61504	10533	80
R61505	10574	80
R61506	10613	80
R61507	10653	81
R61508	10695	81
R61509	10736	81
R61510	10776	81
R61511	10819	81
R61512	10860	81
R61513	10900	82
R61514	10939	82
R61515	10977	82
R61516	11017	82
R61517	11054	82
R61518	11096	82
R61519	11139	83
R61520	11180	83
R61521	11219	83
R61522	11256	83
R61523	11294	83
R61524	11336	83
R61525	11376	83
R61526	11417	84
R61527	11456	84
R61528	11496	84
R61529	11534	85
R61530	11573	85
R61531	11610	85
R61532	11649	85
R61533	11689	85
R61534	11731	86
R61535	11772	86
R61536	11815	86
R61537	11854	86
R61538	11894	86
R61539	11932	86
R61540	11971	86
R61541	12008	86
R61542	12044	86
R61543	12082	86
R61544	12118	86
R61545	12155	86
R61546	12194	86
R61547	12231	86
R61548	12269	87
R61549	12308	87
R61550	12349	87
R61551	12389	87
R61552	12428	87
R61553	12469	87
R61554	12511	88
R61555	12551	88
R61556	12588	88
R61557	12588	88
R61558	12624	89
R61559	12704	88
R61560	12741	88
R61561	12777	88
R61562	12815	89
R61563	12852	89
R61564	12888	89
R61565	12923	89
R61566	12960	89
R61567	12998	89
R61568	13034	89
R61569	13071	89
R61570	13106	89
R61571	13138	89
R61572	13172	90
R61573	13205	90
R61574	13237	90
R61575	13265	90
R61576	13296	90
R61577	13296	90
R61578	13296	90
R61579	13300	90
R61580	13300	90
R61581	13300	90
R61582	13305	90
R61583	13305	90
R61584	13305	90
R61585	13305	90
R61586	13305	90
R61587	13308	90
R61588	13308	90
R61589	13308	90
R61590	13308	90
R61591	13308	90
R61592	13308	90
R61593	13308	90
R61594	13308	90
R61595	13308	90
R61596	13308	90
R61597	13308	90
R61598	13308	90
R61599	13308	90
R61600	13308	90
R61601	13308	90
R61602	13308	90
R61603	13308	90
R61604	13308	90
R61605	13308	90
R61606	13308	90
R61607	13308	90
R61608	13308	90
R61609	13308	90
R61610	13308	90
R61611	13308	90
R61612	13308	90
R61613	13308	90
R61614	13308	90
R61615	13308	90
R61616	13308	90
R61617	13308	90
R61618	13308	90
R61619	13308	90
R61620	13308	90
R61621	13308	90
R61622	13308	90
R61623	13308	90
R61624	13308	90
R61625	13308	90
R61626	13308	90
R61627	13308	90
R61628	13308	90
R61629	13308	90
R61630	13308	90
R61631	13308	90
R61632	13308	90
R61633	13308	90
R61634	13308	90
R61635	13308	90
R61636	13308	90
R61637	13308	90
R61638	13308	90
R61639	13308	90
R61640	13308	90
R61641	13308	90
R61642	13308	90
R61643	1	
R61644	1	
R61645	3	
R61646	6	
R61647	6	
R61648	6	
R61649	12	
R61650	12	
R61651	12	
R61652	12	
R61653	13	
R61654	13	
R61655	14	
R61656	14	
R61657	19	
R61658	19	1
R61659	20	1
R61660	20	1
R61661	20	1
R61662	20	1
R61663	22	1
R61664	24	1
R61665	24	1
R61666	25	1
R61667	25	1
R61668	32	3
R61669	32	3
R61670	32	3
R61671	49	3
R61672	53	3
R61673	88	4
R61674	94	4
R61675	147	5
R61676	147	5
R61677	170	7
R61678	254	10
R61679	254	10
R61680	284	10
R61681	284	10
R61682	299	10
R61683	299	10
R61684	299	10
R61685	299	10
R61686	299	10
R61687	480	16
R61688	480	16
R61689	480	16
R61690	480	16
R61691	480	16
R61692	480	16
R61693	480	16
R61694	480	16
R61695	480	16
R61696	509	21
R61697	509	21
R61698	509	21
R61699	509	21
R61700	509	21
R61701	509	21
R61702	509	21
R61703	509	21
R61704	509	21
R61705	509	21
R61706	509	21
R61707	509	21
R61708	509	21
R61709	509	21
R61710	509	21
R61711	509	21
R61712	509	21
R61713	509	21
R61714	509	21
R61715	509	21
R61716	509	21
R61717	509	21
R61718	509	21
R61719	509	21
R61720	509	21
R61721	509	21
R61722	509	21
R61723	509	21
R61724	509	21
R61725	509	21
R61726	509	21
R61727	509	21
R61728	509	21
R61729	509	21
R61730	509	21
R61731	509	21
R61732	509	21
R61733	509	21
R61734	509	21
R61735	509	21
R61736	509	21
R61737	509	21
R61738	509	21
R61739	509	21
R61740	509	21
R61741	509	21
R61742	509	21
R61743	509	21
R61744	509	21
R61745	509	21
R61746	509	21
R61747	509	21
R61748	509	21
R61749	509	21
R61750	509	21
R61751	509	21
R61752	509	21
R61753	509	21
R61754	509	21
R61755	509	21
R61756	509	21
R61757	509	21
R61758	509	21
R61759	509	21
R61760	509	21
R61761	509	21
R61762	509	21
R61763	509	21
R61764	509	21
R61765	509	21
R61766	509	21
R61767	509	21
R61768	509	21
R61769	509	21
R61770	509	21
R61771	509	21
R61772	509	21
R61773	509	21
R61774	509	21
R61775	509	21
R61776	509	21
R61777	509	21
R61778	509	21
R61779	509	21
R61780	509	21
R61781	509	21
R61782	509	21
R61783	509	21
R61784	509	21
R61785	509	21
R61786	509	21
R61787	509	21
R61788	509	21
R61789	509	21
R61790	509	21
R61791	509	21
R61792	509	21
R61793	509	21
R61794	509	21
R61795	509	21
R61796	509	21
R61797	509	21
R61798	509	21
R61799	509	21
R61800	509	21
R61801	509	21
R61802	509	21
R61803	509	21
R61804	509	21
R61805	509	21
R61806	509	21
R61807	509	21
R61808	509	21
R61809	509	21
R61810	509	21
R61811	509	21
R61812	509	21
R61813	509	21
R61814	509	21
R61815	509	21
R61816	509	21
R61817	509	21
R61818	509	21
R61819	509	21
R61820	509	21
R61821	509	21
R61822	509	21
R61823	509	21
R61824	509	21
R61825	509	21
R61826	509	21
R61827	509	21
R61828	509	21
R61829	509	21
R61830	509	21
R61831	509	21
R61832	509	21
R61833	509	21
R61834	509	21
R61835	509	21
R61836	509	21
R61837	509	21
R61838	509	21
R61839	509	21
R61840	509	21
R61841	509	21
R61842	509	21
R61843	509	21
R61844	509	21
R61845	509	21
R61846	509	21
R61847	509	21
R61848	509	21
R61849	509	21
R61850	509	21
R61851	509	21
R61852	509	21
R61853	509	21
R61854	509	21
R61855	509	21
R61856	509	21
R61857	509	21
R61858	509	21
R61859	509	21
R61860	509	21
R61861	509	21
R61862	509	21
R61863	509	21
R61864	509	21
R61865	509	21
R61866	509	21
R61867	509	21
R61868	509	21
R61869	509	21
R61870	509	21
R61871	509	21
R61872	509	21
R61873	509	21
R61874	509	21
R61875	509	21
R61876	509	21
R61877	509	21
R61878	509	21
R61879	509	21
R61880	509	21
R61881	509	21
R61882	509	21
R61883	509	21
R61884	509	21
R61885	509	21
R61886	509	21
R61887	509	21
R61888	509	21
R61889	509	21
R61890	509	21
R61891	509	21
R61892	509	21
R61893	509	21
R61894	509	21
R61895	509	21
R61896	509	21
R61897	509	21
R61898	509	21
R61899	509	21
R61900	509	21
R61901	509	21
R61902	509	21
R61903	509	21
R61904	509	21
R61905	509	21
R61906	509	21
R61907	509	21
R61908	509	21
R61909	509	21
R61910	509	21
R61911	509	21
R61912	509	21
R61913	509	21
R61914	509	21
R61915	509	21
R61916	509	21
R61917	509	21
R61918	509	21
R61919	509	21
R61920	509	21
R61921	509	21
R61922	509	21
R61923	509	21
R61924	509	21
R61925	509	21
R61926	509	21
R61927	509	21
R61928	509	21
R61929	509	21
R61930	509	21
R61931	509	21
R61932	509	21
R61933	509	21
R61934	509	21
R61935	509	21
R61936	509	21
R61937	509	21
R61938	509	21
R61939	509	21
R61940	509	21
R61941	509	21
R61942	509	21
R61943	509	21
R61944	509	21
R61945	509	21
R61946	509	21
R61947	509	21
R61948	509	21
R61949	509	21
R61950	509	21
R61951	509	21
R61952	509	21
R61953	509	21
R61954	509	21
R61955	509	21
R61956	509	21
R61957	509	21
R61958	509	21
R61959	509	21
R61960	509	21
R61961	509	21
R61962	509	21
R61963	509	21
R61964	509	21
R61965	509	21
R61966	509	21
R61967	509	21
R61968	509	21
R61969	509	21
R61970	509	21
R61971	509	21
R61972	509	21
R61973	509	21
R61974	509	21
R61975	509	21
R61976	509	21
R61977	509	21
R61978	509	21
R61979	509	21
R61980	509	21
R61981	509	21
R61982	509	21
R61983	509	21
R61984	509	21
R61985	509	21
R61986	509	21
R61987	509	21
R61988	509	21
R61989	509	21
R61990	509	21
R61991	509	21
R61992	509	21
R61993	509	21
R61994	509	21
R61995	509	21
R61996	509	21
R61997	509	21
R61998	509	21
R61999		
R62000		
R62001		
R62002		
R62003		
R62004		
R62005		
R62006		
R62007		
R62008		
R62009		
R62010		
R62011		
R62012		
R62013		
R62014		
R62015		
R62016		
R62017	4	
R62018	4	
R62019	5	
R62020	6	
R62021	8	
R62022	8	
R62023	14	
R62024	14	
R62025	14	
R62026	19	
R62027	19	
R62028	19	
R62029	19	
R62030	25	
R62031	25	
R62032	25	
R62033	25	
R62034	32	
R62035	32	
R62036	32	
R62037	33	
R62038	33	
R62039	33	
R62040	33	
R62041	34	
R62042	34	
R62043	35	
R62044	35	
R62045	35	
R62046	35	
R62047	35	
R62048	35	
R62049	35	
R62050	35	
R62051	37	
R62052	40	
R62053	40	
R62054	41	
R62055	42	
R62056	42	1
R62057	43	1
R62058	43	1
R62059	43	1
R62060	47	1
R62061	48	1
R62062	50	1
R62063	50	1
R62064	50	1
R62065	53	1
R62066	59	1
R62067	70	1
R62068	75	1
R62069	82	1
R62070	114	1
R62071	147	1
R62072	177	1
R62073	212	1
R62074	272	1
R62075	322	1
R62076	411	1
R62077	599	1
R62078	721	1
R62079	827	4
R62080	934	4
R62081	1045	4
R62082	1136	5
R62083	1245	6
R62084	1388	7
R62085	1524	9
R62086	1651	10
R62087	1771	12
R62088	1875	15
R62089	1978	19
R62090	2067	20
R62091	2169	23
R62092	2220	26
R62093	2258	27
R62094	2369	30
R62095	2423	32
R62096	2473	33
R62097	2518	35
R62098	2551	38
R62099	2579	40
R62100	2613	41
R62101	2643	43
R62102	2672	46
R62103	2700	47
R62104	2733	47
R62105	2765	47
R62106	2792	47
R62107	2811	48
R62108	2826	49
R62109	2839	50
R62110	2854	50
R62111	2907	51
R62112	2922	51
R62113	2931	52
R62114	2938	54
R62115	2947	54
R62116	2954	54
R62117	2960	54
R62118	2966	54
R62119	2969	54
R62120	2987	54
R62121	2988	54
R62122	2989	55
R62123	2992	55
R62124	3000	55
R62125	3004	56
R62126	3009	56
R62127	3015	56
R62128	3017	56
R62129	3017	56
R62130	3018	56
R62131	3025	56
R62132	3025	56
R62133	3028	56
R62134	3031	56
R62135	3033	56
R62136	3034	56
R62137	3037	56
R62138	3037	56
R62139	3040	56
R62140	3040	56
R62141	3042	57
R62142	3045	57
R62143	3054	57
R62144	3065	57
R62145	3076	57
R62146	3077	57
R62147	3081	57
R62148	3082	57
R62149	3083	58
R62150	3084	58
R62151	3101	58
R62152	3102	58
R62153	3104	58
R62154	3112	58
R62155	3119	58
R62156	3121	58
R62157	3125	58
R62158	3125	58
R62159	3129	58
R62160	3134	58
R62161	3135	58
R62162	3135	58
R62163	3135	58
R62164	3135	58
R62165	3141	58
R62166	3146	58
R62167	3147	58
R62168	3148	58
R62169	3151	58
R62170	3156	58
R62171	3157	58
R62172	3158	58
R62173	3162	58
R62174	3162	58
R62175	3162	58
R62176	3169	58
R62177	3171	58
R62178	3173	58
R62179	3179	58
R62180	3180	58
R62181	3185	58
R62182	3190	58
R62183	3195	58
R62184	3195	58
R62185	3197	58
R62186	3202	58
R62187	3202	58
R62188	3216	58
R62189	3217	58
R62190	3220	58
R62191	3227	58
R62192	3232	58
R62193	3236	58
R62194	3239	58
R62195	3246	58
R62196	3249	58
R62197	3250	58
R62198	3255	58
R62199	3253	58
R62200	3269	58
R62201	3279	58
R62202	3282	58
R62203	3291	58
R62204	3295	58
R62205	3297	58
R62206	3298	58
R62207	3304	58
R62208	3310	58
R62209	3312	58
R62210	3317	58
R62211	3320	58
R62212	3321	58
R62213	3328	58
R62214	3330	58
R62215	3345	58
R62216	3348	58
R62217	3351	58
R62218	3351	58
R62219	3351	58
R62220	3356	58
R62221	3359	58
R62222	3376	58
R62223	3376	58
R62224	3377	58
R62225	3378	58
R62226	3381	58
R62227	3382	58
R62228	3389	58
R62229	3390	58
R62230	3390	58
R62231	3395	58
R62232	3397	58
R62233	3402	58
R62234	3403	58
R62235	3404	58
R62236	3410	58
R62237	3411	58
R62238	3411	58
R62239	3412	58
R62240	3417	58
R62241	3425	58
R62242	3427	58
R62243	3431	58
R62244	3438	58
R62245	3444	58
R62246	3445	58
R62247	3446	58
R62248	3447	58
R62249	3454	58
R62250	3461	58
R62251	3466	58
R62252	3473	58
R62253	3475	58
R62254	3480	58
R62255	3490	58
R62256	3490	58
R62257	3497	58
R62258	3500	59
R62259	3506	59
R62260	3511	59
R62261	3514	59
R62262	3516	59
R62263	3519	59
R62264	3522	59
R62265	3523	59
R62266	3545	59
R62267	3559	59
R62268	3564	59
R62269	3569	59
R62270	3575	59
R62271	3583	59
R62272	3585	59
R62273	3590	59
R62274	3600	59
R62275	3615	59
R62276	3622	59
R62277	3628	59
R62278	3634	59
R62279	3636	59
R62280	3641	59
R62281	3643	59
R62282	3652	59
R62283	3665	59
R62284	3675	59
R62285	3686	59
R62286	3679	59
R62287	3691	59
R62288	3700	59
R62289	3709	59
R62290	3719	59
R62291	3727	59
R62292	3731	59
R62293	3736	59
R62294	3743	59
R62295	3746	59
R62296	3759	59
R62297	3763	59
R62298	3775	59
R62299	3780	59
R62300	3784	59
R62301	3787	59
R62302	3797	59
R62303	3804	59
R62304	3810	59
R62305	3818	60
R62306	3830	60
R62307	3837	60
R62308	3840	60
R62309	3844	60
R62310	3847	60
R62311	3852	60
R62312	3861	60
R62313	3866	60
R62314	3874	60
R62315	3875	60
R62316	3878	60
R62317	3880	60
R62318	3888	60
R62319	3892	60
R62320	3899	60
R62321	3922	60
R62322	3920	60
R62323	3910	60
R62324	3926	60
R62325	3942	60
R62326	3961	60
R62327	3966	60
R62328	3977	60
R62329	3998	60
R62330	4008	60
R62331	4026	60
R62332	4039	60
R62333	4053	60
R62334	4072	60
R62335	4086	60
R62336	4107	60
R62337	4126	60
R62338	4151	60
R62339	4169	60
R62340	4180	60
R62341	4192	60
R62342	4209	60
R62343	4237	60
R62344	4246	60
R62345	4261	60
R62346	4281	60
R62347	4297	60
R62348	4331	60
R62349	4907	60
R62350	5289	60
R62351	5716	60
R62352	5762	60
R62353	5829	60
R62354	5910	60
R62355	6020	60
R62356	6141	60
R62357	6285	60
R62358	6440	61
R62359	6690	61
R62360	6884	61
R62361	7163	63
R62362	7379	64
R62363	7694	64
R62364	8439	65
R62365	8966	65
R62366	9331	66
R62367	9636	67
R62368	9841	67
R62369	10053	67
R62370	10298	67
R62371	10547	67
R62372	10834	67
R62373	10991	67
R62374	10991	67
R62375	11450	69
R62376	11680	70
R62377	12054	70
R62378	12423	70
R62379	12594	70
R62380	12653	71
R62381	12795	71
R62382	12795	71
R62383	13104	71
R62384	13302	72
R62385	13500	73
R62386	14646	75
R62387	14646	75
R62388	15465	76
R62389	16221	76
R62390	17953	77
R62391	18782	77
R62392	19618	77
R62393	20454	79
R62394	21249	79
R62395	21249	79
R62396	22058	79
R62397	23134	79
R62398	23371	79
R62399	23557	79
R62400	23557	79
R62401	23746	79
R62402	24104	80
R62403	24279	80
R62404	24279	80
R62405	24405	80
R62406	24571	80
R62407	24714	82
R62408	24786	82
R62409	24961	82
R62410	25111	83
R62411	25241	83
R62412	25323	83
R62413	25504	83
R62414	25504	83
R62415	25692	83
R62416	25692	83
R62417	25764	83
R62418	25809	83
R62419	25951	83
R62420	26031	83
R62421	26031	83
R62422	26073	84
R62423	26108	85
R62424	26162	85
R62425	26241	85
R62426	26305	85
R62427	1	
R62428	1	
R62429	1	
R62430	1	
R62431	1	
R62432	1	
R62433	1	
R62434	1	
R62435	1	
R62436	1	
R62437	1	
R62438	1	
R62439	1	
R62440	1	
R62441	1	
R62442	1	
R62443	1	
R62444	1	
R62445	1	
R62446	2	
R62447	2	
R62448	2	
R62449	4	
R62450	6	
R62451	8	
R62452	18	
R62453	18	
R62454	18	
R62455	19	
R62456	22	
R62457	23	
R62458	23	
R62459	23	
R62460	24	
R62461	24	
R62462	24	
R62463	24	
R62464	24	
R62465	24	
R62466	24	
R62467	24	
R62468	24	
R62469	24	
R62470	24	
R62471	24	
R62472	24	
R62473	24	
R62474	24	
R62475	24	
R62476	24	
R62477	24	
R62478	24	
R62479	24	
R62480	24	
R62481	24	
R62482	24	
R62483	24	
R62484	24	
R62485	24	
R62486	24	
R62487	24	
R62488	24	
R62489	24	
R62490	24	
R62491	24	
R62492	24	
R62493	24	
R62494	24	
